cat,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,lbp_18,lbp_19,lbp_20,lbp_21,lbp_22,lbp_23,lbp_24,lbp_25
0.0,0.061632,0.020944,0.026048,0.025216,0.021248,0.015184,0.013344,0.012192,0.01336,0.016224,0.020368,0.030768,0.044192,0.050432,0.039568,0.031744,0.022512,0.019152,0.016384,0.016864,0.020096,0.024048,0.023472,0.015488,0.05544,0.34408
0.0,0.048752,0.014912,0.0184,0.021984,0.021776,0.020656,0.020224,0.023088,0.02456,0.030352,0.038144,0.045744,0.056752,0.053792,0.042368,0.03728,0.030048,0.02648,0.023664,0.022944,0.02224,0.021568,0.017312,0.01136,0.041504,0.264096
0.0,0.063488,0.020464,0.026336,0.02632,0.022608,0.016352,0.013344,0.01352,0.014784,0.018032,0.022528,0.032544,0.037648,0.040288,0.0308,0.025968,0.01888,0.020768,0.01784,0.01928,0.021552,0.024256,0.025104,0.017488,0.06136,0.348448
0.0,0.05152,0.016928,0.02312,0.025408,0.024016,0.021376,0.018736,0.018464,0.020272,0.024368,0.029328,0.039552,0.050992,0.051312,0.039488,0.032128,0.02536,0.022192,0.021936,0.020704,0.022208,0.023536,0.02024,0.014896,0.047712,0.294208
0.0,0.069616,0.02376,0.027808,0.024352,0.017632,0.013072,0.010256,0.010368,0.01104,0.013088,0.017424,0.0236,0.029328,0.032384,0.026768,0.024288,0.01792,0.016448,0.014016,0.015952,0.019712,0.024,0.02576,0.020448,0.06456,0.4064
0.0,0.062688,0.020304,0.025744,0.025808,0.022496,0.018336,0.015744,0.0156,0.016112,0.017824,0.021696,0.029552,0.036656,0.03976,0.031216,0.026832,0.0208,0.020032,0.018368,0.0184,0.0224,0.025264,0.0252,0.017968,0.062624,0.342576
0.0,0.028176,0.008656,0.01224,0.015264,0.017968,0.02168,0.023344,0.02704,0.032976,0.040928,0.052576,0.072224,0.088368,0.092224,0.067952,0.047936,0.035344,0.029136,0.022112,0.019488,0.018112,0.014288,0.010976,0.007456,0.033424,0.160112
0.0,0.066528,0.02016,0.02616,0.026192,0.02184,0.016768,0.01288,0.012688,0.013168,0.016608,0.020464,0.029072,0.037456,0.04328,0.037104,0.029808,0.019984,0.017744,0.015408,0.016384,0.02064,0.0264,0.024416,0.017488,0.058192,0.353168
0.0,0.063104,0.019888,0.02576,0.027504,0.023648,0.018272,0.015088,0.014784,0.015376,0.01896,0.024592,0.036,0.0492,0.046848,0.030048,0.02424,0.019888,0.018144,0.018928,0.020208,0.0228,0.023328,0.023568,0.015568,0.057008,0.327248
0.0,0.064368,0.024528,0.028464,0.025872,0.019376,0.015888,0.01256,0.013856,0.013264,0.014224,0.01744,0.023408,0.029888,0.032304,0.024512,0.02288,0.01744,0.016288,0.015088,0.01672,0.021776,0.02616,0.026784,0.019968,0.065712,0.391232
0.0,0.051152,0.016864,0.022832,0.026336,0.025088,0.021904,0.019104,0.018448,0.017904,0.020496,0.02896,0.039536,0.053872,0.056896,0.040224,0.033504,0.025456,0.023024,0.021056,0.021968,0.021952,0.022896,0.019168,0.014304,0.049216,0.28784
0.0,0.040512,0.01312,0.019328,0.021232,0.022928,0.020928,0.020352,0.021712,0.024112,0.029648,0.039248,0.056464,0.074688,0.079344,0.059008,0.04424,0.031008,0.025824,0.020896,0.019904,0.01888,0.018496,0.014368,0.009504,0.035424,0.218832
0.0,0.060032,0.018624,0.025904,0.027104,0.023296,0.019616,0.018672,0.017824,0.018368,0.020704,0.025344,0.0332,0.039952,0.041728,0.032448,0.02504,0.021488,0.020096,0.020064,0.020896,0.022624,0.025168,0.022736,0.015648,0.056144,0.32728
0.0,0.075456,0.02456,0.033088,0.03128,0.023664,0.015616,0.010448,0.009312,0.009568,0.011152,0.01384,0.018656,0.024816,0.02776,0.022224,0.018768,0.014608,0.013792,0.013872,0.016016,0.02184,0.028144,0.029248,0.020912,0.070624,0.400736
0.0,0.043936,0.013952,0.019984,0.022736,0.022416,0.0224,0.021104,0.022224,0.024112,0.028416,0.034192,0.048944,0.061376,0.064304,0.048992,0.038624,0.030448,0.026544,0.022,0.02088,0.0204,0.0208,0.01744,0.01144,0.043216,0.24912
1.0,0.045552,0.0132,0.018816,0.02328,0.024048,0.02432,0.022816,0.02416,0.02568,0.030288,0.035552,0.044336,0.052256,0.054208,0.042576,0.036304,0.028848,0.026096,0.02352,0.024,0.023328,0.022112,0.016672,0.01128,0.043344,0.263408
1.0,0.0436,0.013584,0.018896,0.020544,0.022816,0.023488,0.02192,0.023616,0.024784,0.029552,0.03568,0.046352,0.055664,0.059152,0.050928,0.040208,0.03056,0.026224,0.02256,0.021136,0.02144,0.020432,0.015424,0.010608,0.040848,0.259984
1.0,0.057536,0.017744,0.02488,0.025584,0.022816,0.01952,0.018624,0.017824,0.020128,0.022464,0.028144,0.036192,0.045248,0.043696,0.034288,0.0272,0.022656,0.021104,0.01992,0.021392,0.023312,0.023872,0.021264,0.0144,0.052336,0.317856
1.0,0.047488,0.015952,0.021872,0.023856,0.022992,0.02144,0.020208,0.019872,0.022208,0.027104,0.033872,0.04568,0.052896,0.05104,0.038368,0.031456,0.024368,0.022192,0.021216,0.022288,0.022704,0.022576,0.019984,0.013216,0.04616,0.288992
1.0,0.058592,0.018832,0.023264,0.027408,0.02568,0.021616,0.018768,0.019248,0.018736,0.022032,0.0276,0.03544,0.04088,0.040352,0.030928,0.026256,0.021024,0.02064,0.01928,0.021552,0.023504,0.024848,0.021728,0.016752,0.055104,0.319936
1.0,0.056352,0.022912,0.030128,0.028368,0.023584,0.01776,0.014576,0.013856,0.01448,0.016976,0.022576,0.032832,0.039568,0.03816,0.02352,0.021056,0.016384,0.016368,0.017152,0.020384,0.02696,0.028592,0.026608,0.01816,0.06056,0.352128
1.0,0.070784,0.024816,0.030256,0.026752,0.021904,0.0176,0.013392,0.012464,0.013408,0.01408,0.015488,0.020848,0.024128,0.025568,0.019872,0.017248,0.013744,0.014704,0.014048,0.01712,0.021392,0.028256,0.029632,0.021152,0.0652,0.406144
1.0,0.060256,0.018112,0.024048,0.02496,0.024544,0.02256,0.02056,0.020864,0.021504,0.023248,0.027392,0.029568,0.034016,0.036768,0.027728,0.026752,0.023232,0.022032,0.020576,0.02184,0.023504,0.024416,0.023232,0.014944,0.057216,0.326128
1.0,0.044768,0.013792,0.019296,0.023888,0.024304,0.02464,0.02448,0.024544,0.027088,0.03176,0.037616,0.046384,0.051376,0.049088,0.037616,0.034096,0.028512,0.026528,0.025056,0.024176,0.022992,0.023008,0.01904,0.011552,0.04904,0.25536
1.0,0.065184,0.01944,0.026256,0.027584,0.0224,0.01936,0.016368,0.015504,0.016736,0.021184,0.02288,0.030944,0.03344,0.033952,0.026288,0.02248,0.017168,0.01784,0.017728,0.01968,0.022384,0.025888,0.025888,0.017232,0.059488,0.356704
1.0,0.045216,0.015088,0.019344,0.02104,0.022464,0.023536,0.022848,0.02304,0.026464,0.0292,0.035376,0.045088,0.053056,0.052896,0.040864,0.033136,0.025056,0.023856,0.021904,0.021584,0.02192,0.021824,0.019328,0.012864,0.043088,0.27992
1.0,0.045872,0.017904,0.022112,0.02232,0.020464,0.020528,0.019936,0.021808,0.023248,0.027168,0.034944,0.047712,0.055792,0.05136,0.037744,0.0304,0.024288,0.023536,0.02024,0.020032,0.02136,0.022064,0.019344,0.013104,0.045968,0.290752
1.0,0.059824,0.020368,0.02608,0.02584,0.021856,0.019136,0.01544,0.016912,0.017248,0.01896,0.024912,0.033728,0.03808,0.037184,0.028176,0.02392,0.01944,0.021744,0.020128,0.020144,0.024576,0.027424,0.024368,0.016496,0.058496,0.33952
1.0,0.06432,0.020496,0.0272,0.026224,0.022464,0.018464,0.01424,0.014752,0.014464,0.0164,0.020848,0.025456,0.03,0.034336,0.026272,0.023312,0.017808,0.018576,0.017024,0.018384,0.023264,0.027072,0.026656,0.018832,0.066336,0.3668
1.0,0.043632,0.013984,0.020208,0.02168,0.021904,0.02192,0.021344,0.022928,0.025472,0.031632,0.036688,0.047424,0.056336,0.061184,0.04968,0.037936,0.0288,0.025264,0.022464,0.021168,0.020784,0.019856,0.016208,0.010832,0.039856,0.260816
1.0,0.045232,0.017184,0.021584,0.023296,0.022096,0.021392,0.019456,0.021888,0.023744,0.02648,0.034736,0.044016,0.0536,0.052784,0.039232,0.029952,0.022816,0.022704,0.019184,0.02104,0.02344,0.02344,0.021072,0.012336,0.047984,0.289312
1.0,0.044656,0.014,0.020528,0.022368,0.022528,0.020992,0.021488,0.021856,0.023776,0.02904,0.035536,0.044944,0.055104,0.06104,0.048496,0.036544,0.028384,0.024432,0.020928,0.020336,0.021264,0.020304,0.017168,0.010752,0.043472,0.270064
1.0,0.078688,0.02504,0.030544,0.028256,0.021936,0.0148,0.012176,0.012048,0.011536,0.013392,0.015904,0.016672,0.01968,0.021328,0.015648,0.015344,0.012944,0.01432,0.014608,0.018144,0.022928,0.02864,0.029408,0.020352,0.073264,0.4124
1.0,0.071152,0.022464,0.028352,0.028304,0.023936,0.018272,0.015984,0.015312,0.013968,0.014896,0.018032,0.021328,0.023712,0.024752,0.01792,0.01944,0.01512,0.016256,0.01584,0.018016,0.0232,0.025904,0.026384,0.01904,0.06992,0.392496
1.0,0.068224,0.021744,0.028464,0.027856,0.02336,0.017824,0.015168,0.014928,0.014288,0.015728,0.018928,0.023008,0.025104,0.02648,0.021904,0.020848,0.016624,0.0184,0.018112,0.022832,0.024576,0.029296,0.025008,0.018,0.06952,0.373776
1.0,0.066048,0.019168,0.025632,0.028128,0.0256,0.022112,0.017568,0.017776,0.017792,0.02032,0.022672,0.02688,0.029024,0.02952,0.023296,0.021072,0.017664,0.017792,0.018688,0.020496,0.024064,0.027936,0.025056,0.018112,0.060928,0.356656
1.0,0.04432,0.015344,0.019616,0.021536,0.020608,0.022704,0.02192,0.023104,0.024752,0.028096,0.034336,0.045488,0.056032,0.060112,0.049456,0.040512,0.030464,0.02664,0.021616,0.021872,0.021344,0.019584,0.01608,0.011072,0.041504,0.261888
1.0,0.03648,0.012256,0.0168,0.018688,0.020176,0.021312,0.02176,0.02504,0.026976,0.03224,0.040736,0.054464,0.07104,0.075792,0.062672,0.04832,0.036128,0.029232,0.02304,0.020656,0.01872,0.016544,0.01264,0.008896,0.031968,0.217424
1.0,0.071536,0.023984,0.03024,0.026672,0.020896,0.015936,0.012384,0.0128,0.013152,0.01488,0.01816,0.02216,0.024512,0.024176,0.018672,0.017552,0.014576,0.016576,0.015664,0.018704,0.023856,0.02896,0.02824,0.01952,0.068688,0.397504
1.0,0.070896,0.023568,0.029472,0.027264,0.021648,0.017536,0.013312,0.012864,0.013312,0.01392,0.017952,0.023088,0.027248,0.027456,0.0228,0.01984,0.01608,0.017488,0.016272,0.019296,0.024064,0.027728,0.02648,0.018336,0.06904,0.38304
1.0,0.051552,0.01904,0.02488,0.023504,0.023312,0.019456,0.017152,0.017952,0.019824,0.02264,0.027904,0.037744,0.047664,0.047504,0.03512,0.027792,0.021536,0.020128,0.018464,0.019136,0.022576,0.023744,0.023264,0.01504,0.049728,0.323344
1.0,0.04584,0.014304,0.019136,0.021776,0.022528,0.021968,0.02208,0.022672,0.025408,0.027712,0.03672,0.04856,0.058208,0.058192,0.046528,0.039328,0.030752,0.027232,0.02432,0.02216,0.020064,0.019072,0.015968,0.011312,0.0408,0.25736
1.0,0.064976,0.020064,0.026112,0.028416,0.025648,0.020384,0.017712,0.015232,0.016448,0.018256,0.021744,0.026944,0.03064,0.03072,0.02384,0.020544,0.017792,0.018256,0.017664,0.020448,0.02512,0.028368,0.026368,0.016704,0.063632,0.357968
1.0,0.060896,0.020256,0.026352,0.026432,0.022032,0.017904,0.015648,0.015072,0.017696,0.018736,0.023488,0.030736,0.035264,0.036224,0.026528,0.02384,0.020752,0.020032,0.018848,0.021728,0.023904,0.027344,0.025632,0.016032,0.061984,0.34664
1.0,0.079152,0.022896,0.028672,0.027648,0.022256,0.017312,0.014704,0.013632,0.012944,0.0128,0.015536,0.016928,0.017312,0.020288,0.01648,0.01568,0.011536,0.01328,0.0144,0.015488,0.021648,0.026896,0.03056,0.021312,0.072224,0.418416
1.0,0.065856,0.018528,0.024832,0.027872,0.02616,0.023168,0.019424,0.019008,0.018592,0.020032,0.021856,0.0268,0.029008,0.030256,0.024112,0.023408,0.018416,0.019216,0.019536,0.02136,0.025104,0.026464,0.023584,0.016288,0.062416,0.348704
1.0,0.061568,0.02024,0.026144,0.027888,0.02312,0.018992,0.017888,0.01712,0.017552,0.02016,0.024848,0.0324,0.037808,0.036944,0.028608,0.022464,0.01944,0.017648,0.017872,0.0192,0.023104,0.027552,0.024832,0.01664,0.057296,0.342672
1.0,0.056512,0.018096,0.023792,0.02544,0.024592,0.021872,0.017824,0.0192,0.019568,0.023152,0.028208,0.035264,0.043664,0.043184,0.032336,0.028768,0.02408,0.023024,0.021488,0.0244,0.024976,0.024608,0.020528,0.01512,0.05416,0.306144
1.0,0.062384,0.022256,0.027568,0.027984,0.024608,0.019616,0.016272,0.017072,0.01736,0.018592,0.021952,0.029104,0.033376,0.033552,0.024528,0.021328,0.01824,0.017792,0.01936,0.021808,0.026448,0.028256,0.025936,0.017296,0.058352,0.34896
1.0,0.07168,0.02464,0.030576,0.027328,0.020576,0.015856,0.012896,0.01256,0.012464,0.014176,0.016832,0.020768,0.024112,0.027152,0.020992,0.018672,0.013184,0.015232,0.015696,0.018096,0.022704,0.028576,0.02752,0.019296,0.068944,0.399472
1.0,0.065952,0.021536,0.029872,0.029248,0.0224,0.018112,0.01496,0.013376,0.013872,0.015616,0.019456,0.025424,0.031152,0.030272,0.022016,0.019056,0.01624,0.017152,0.016784,0.021568,0.025792,0.028624,0.027568,0.018112,0.065392,0.370448
1.0,0.065744,0.023184,0.026768,0.025328,0.019296,0.014672,0.01288,0.013136,0.012976,0.015184,0.019456,0.02456,0.03152,0.03464,0.025184,0.023264,0.0164,0.018,0.015696,0.018288,0.022752,0.02648,0.027488,0.019536,0.068128,0.37944
1.0,0.046992,0.0148,0.01896,0.022496,0.022288,0.022496,0.021616,0.02208,0.022832,0.029792,0.034496,0.043728,0.052336,0.057184,0.047424,0.040928,0.03136,0.02592,0.023504,0.020832,0.021088,0.019424,0.016704,0.011424,0.042176,0.26712
1.0,0.064832,0.020864,0.027984,0.02608,0.022336,0.0184,0.014352,0.014336,0.01608,0.018048,0.021616,0.029664,0.036624,0.037408,0.028656,0.023856,0.019488,0.01864,0.017536,0.019824,0.02344,0.026032,0.025376,0.01736,0.058272,0.352896
1.0,0.046208,0.014016,0.021392,0.022496,0.024048,0.022976,0.02224,0.023232,0.025376,0.02928,0.036816,0.044208,0.049888,0.0516,0.041712,0.034768,0.02856,0.026544,0.02504,0.024784,0.022736,0.020688,0.01664,0.010912,0.042704,0.271136
1.0,0.045872,0.014496,0.021232,0.022608,0.02192,0.022304,0.020496,0.021984,0.023856,0.028224,0.03688,0.047552,0.05672,0.054688,0.04296,0.033904,0.025696,0.023184,0.020992,0.021568,0.02192,0.02056,0.01784,0.011936,0.045024,0.275584
1.0,0.058544,0.020096,0.025952,0.024464,0.020992,0.018096,0.015968,0.017024,0.01816,0.02136,0.026576,0.034448,0.04264,0.041216,0.028512,0.024896,0.02048,0.020048,0.018784,0.019472,0.022672,0.02568,0.026016,0.016848,0.056656,0.3344
1.0,0.06512,0.02352,0.026752,0.023312,0.017168,0.013376,0.012288,0.011728,0.01352,0.014688,0.018672,0.028288,0.03416,0.037424,0.026576,0.022704,0.017808,0.018016,0.016064,0.017632,0.021632,0.026304,0.027136,0.018656,0.06296,0.384496
1.0,0.044912,0.01408,0.019728,0.021488,0.02264,0.0228,0.02144,0.024288,0.02584,0.029616,0.035456,0.0456,0.053792,0.05544,0.046176,0.037456,0.028336,0.027568,0.022704,0.0224,0.02216,0.021376,0.016464,0.01128,0.04168,0.26528
1.0,0.057424,0.018528,0.024304,0.026608,0.025152,0.021328,0.018944,0.018544,0.019728,0.022688,0.026352,0.032928,0.03704,0.037216,0.028608,0.024912,0.021664,0.021392,0.020592,0.022336,0.024512,0.026368,0.023328,0.014896,0.05632,0.328288
1.0,0.068176,0.023392,0.028064,0.026592,0.020816,0.016816,0.013856,0.0144,0.015552,0.016256,0.021088,0.02824,0.030544,0.02984,0.023488,0.020688,0.017824,0.01856,0.017456,0.019824,0.023568,0.02808,0.026496,0.018448,0.062384,0.369552
1.0,0.068432,0.020784,0.026432,0.025408,0.022608,0.018336,0.01576,0.016256,0.015712,0.018208,0.020288,0.02384,0.024928,0.025008,0.0204,0.019424,0.016416,0.017872,0.019008,0.021712,0.02472,0.027552,0.026128,0.017952,0.066048,0.380768
1.0,0.038576,0.013792,0.017712,0.021488,0.022736,0.024224,0.022032,0.0248,0.027168,0.034704,0.041584,0.054272,0.064704,0.06216,0.047136,0.036144,0.028192,0.026304,0.023232,0.021936,0.020384,0.020864,0.016208,0.010048,0.040224,0.239376
1.0,0.035952,0.010448,0.014976,0.01824,0.022304,0.024256,0.025024,0.026816,0.029168,0.033808,0.04624,0.060112,0.07432,0.075232,0.059328,0.04776,0.033696,0.02752,0.022688,0.021056,0.019024,0.017104,0.013216,0.008096,0.031696,0.20192
1.0,0.039904,0.010784,0.015936,0.019248,0.022176,0.024464,0.02344,0.024432,0.026512,0.03336,0.043776,0.05768,0.07128,0.071808,0.059952,0.044608,0.033984,0.027904,0.023856,0.020288,0.019728,0.017088,0.013872,0.008704,0.033232,0.211984
1.0,0.044592,0.01608,0.02072,0.020224,0.020752,0.019216,0.018496,0.020112,0.02192,0.028304,0.033744,0.047856,0.055072,0.055232,0.037568,0.031216,0.022368,0.023328,0.021008,0.020608,0.0216,0.023312,0.021056,0.014192,0.056912,0.284512
1.0,0.042464,0.014192,0.019168,0.022368,0.02208,0.02208,0.02192,0.023728,0.026112,0.03208,0.039408,0.048944,0.0568,0.05864,0.048704,0.037936,0.029248,0.025184,0.02288,0.02248,0.020944,0.020656,0.01608,0.011344,0.040192,0.254368
1.0,0.04344,0.014032,0.018896,0.021232,0.020288,0.021472,0.022256,0.024208,0.026128,0.030192,0.038624,0.050528,0.058544,0.062784,0.04928,0.038096,0.0296,0.026688,0.02384,0.021808,0.020672,0.018976,0.016096,0.010864,0.039136,0.25232
1.0,0.043632,0.013792,0.018144,0.022128,0.020432,0.021488,0.022448,0.02392,0.026304,0.030336,0.038128,0.05216,0.0568,0.061888,0.047088,0.038544,0.030272,0.028176,0.024304,0.022304,0.021584,0.01912,0.015488,0.01016,0.03912,0.25224
1.0,0.049776,0.015424,0.022896,0.025488,0.024864,0.022928,0.021104,0.021536,0.024,0.026784,0.03448,0.04512,0.050608,0.047184,0.037776,0.030848,0.025808,0.024432,0.022432,0.02336,0.023664,0.0244,0.019888,0.012864,0.047728,0.274608
1.0,0.043456,0.012848,0.01664,0.02192,0.021792,0.02208,0.019648,0.020704,0.023888,0.028208,0.037552,0.052768,0.070656,0.07384,0.055984,0.042304,0.03152,0.026576,0.022144,0.020336,0.018368,0.017984,0.014864,0.009296,0.036432,0.238192
1.0,0.053472,0.017376,0.023616,0.024832,0.024752,0.019872,0.018944,0.018992,0.020144,0.024032,0.030192,0.041792,0.048656,0.046352,0.034656,0.029344,0.022064,0.02096,0.019152,0.020896,0.024176,0.025248,0.022752,0.014432,0.053648,0.299648
1.0,0.045152,0.014032,0.020016,0.022528,0.022928,0.02224,0.021808,0.022608,0.025696,0.028704,0.036848,0.046912,0.055152,0.057296,0.04568,0.036464,0.027504,0.025792,0.023392,0.022528,0.021296,0.020224,0.016368,0.010816,0.043488,0.264528
1.0,0.044688,0.014304,0.019712,0.021232,0.022992,0.022576,0.02216,0.023184,0.0256,0.028256,0.034848,0.046672,0.055536,0.060096,0.047168,0.038288,0.031056,0.025968,0.022256,0.022128,0.021088,0.020544,0.0168,0.010432,0.041616,0.2608
1.0,0.045136,0.015824,0.022032,0.022768,0.022832,0.022528,0.02056,0.02304,0.024304,0.027952,0.034912,0.043184,0.047904,0.051328,0.036224,0.03032,0.023552,0.022784,0.021136,0.021552,0.022224,0.024144,0.01992,0.013264,0.046512,0.294064
1.0,0.039024,0.010944,0.014784,0.019232,0.02288,0.024288,0.022592,0.024976,0.027248,0.032512,0.041616,0.0532,0.07,0.079488,0.06216,0.046528,0.033776,0.028128,0.02344,0.021776,0.019216,0.01776,0.012672,0.007904,0.03344,0.210416
1.0,0.072704,0.02264,0.030048,0.02696,0.02064,0.015472,0.012464,0.013328,0.01312,0.014848,0.018048,0.022848,0.02736,0.028448,0.0208,0.018832,0.015536,0.015808,0.015456,0.017168,0.024048,0.028608,0.02736,0.018896,0.06832,0.39024
1.0,0.068256,0.024784,0.029408,0.028528,0.021232,0.015968,0.012928,0.013488,0.013616,0.014384,0.01784,0.022,0.025728,0.02664,0.020272,0.018896,0.015584,0.016608,0.015568,0.017856,0.022864,0.027424,0.027536,0.020784,0.06888,0.392928
1.0,0.038896,0.012864,0.01784,0.021648,0.023408,0.0236,0.021824,0.026224,0.02984,0.03704,0.046208,0.058896,0.063888,0.05968,0.04304,0.03384,0.02624,0.025424,0.022304,0.02208,0.022512,0.022192,0.016848,0.01096,0.038272,0.234432
1.0,0.048096,0.016144,0.020096,0.022928,0.022656,0.020864,0.019648,0.020352,0.02304,0.027856,0.035504,0.042976,0.04824,0.04552,0.035936,0.030816,0.025648,0.02584,0.022096,0.023776,0.023376,0.022336,0.019664,0.01272,0.049152,0.29472
1.0,0.067056,0.020592,0.027456,0.027792,0.02208,0.017712,0.015968,0.014336,0.015888,0.017824,0.020752,0.025568,0.031648,0.03168,0.024368,0.021536,0.016624,0.015664,0.01496,0.01768,0.022112,0.02728,0.027424,0.01776,0.066272,0.371968
1.0,0.062512,0.022016,0.027472,0.02736,0.019792,0.01632,0.013248,0.014096,0.014416,0.01648,0.022496,0.028912,0.036,0.038448,0.026464,0.023664,0.017552,0.017856,0.016368,0.017952,0.022528,0.027376,0.025248,0.018912,0.061248,0.365264
1.0,0.068544,0.022912,0.027872,0.027696,0.02464,0.020576,0.015696,0.014576,0.014816,0.015776,0.018816,0.023952,0.027456,0.028672,0.020944,0.018864,0.016336,0.01544,0.016768,0.01832,0.023232,0.028064,0.026624,0.019984,0.063936,0.379488
1.0,0.052688,0.018304,0.02384,0.026928,0.02336,0.02096,0.018608,0.019984,0.021008,0.022592,0.029312,0.034832,0.041936,0.043248,0.032512,0.02672,0.021888,0.019808,0.019792,0.020176,0.022,0.024512,0.021968,0.014928,0.053568,0.324528
1.0,0.039024,0.013232,0.019904,0.022736,0.02376,0.021872,0.022912,0.024608,0.026464,0.031616,0.039056,0.050944,0.057712,0.05568,0.044304,0.037792,0.029664,0.027456,0.024368,0.022976,0.02088,0.02,0.015824,0.010704,0.042,0.254512
1.0,0.063104,0.02096,0.025968,0.027664,0.022,0.018256,0.014864,0.014448,0.015632,0.01816,0.022128,0.029424,0.030208,0.032752,0.023168,0.021984,0.016592,0.01736,0.016816,0.018832,0.024592,0.02744,0.026688,0.018016,0.06904,0.363904
1.0,0.038448,0.012608,0.017664,0.018976,0.019632,0.019744,0.02,0.02352,0.026,0.030128,0.039984,0.0556,0.0748,0.075456,0.06,0.04576,0.032512,0.02624,0.022208,0.02072,0.018416,0.0172,0.013728,0.009392,0.035776,0.225488
1.0,0.037168,0.011952,0.017568,0.019152,0.022128,0.022272,0.021968,0.024464,0.028032,0.034512,0.043808,0.056128,0.066048,0.066736,0.053728,0.040464,0.030976,0.02688,0.023088,0.022272,0.021024,0.018976,0.01408,0.008912,0.037232,0.230432
1.0,0.046608,0.015472,0.019392,0.022016,0.02344,0.020608,0.021504,0.022992,0.025536,0.02976,0.036288,0.045232,0.054384,0.050592,0.038432,0.031888,0.025136,0.02216,0.02072,0.021296,0.022512,0.022608,0.019936,0.012672,0.047872,0.280944
1.0,0.040288,0.014272,0.01872,0.021632,0.021712,0.02208,0.021504,0.023936,0.026432,0.030832,0.039088,0.05264,0.060576,0.059088,0.044144,0.036528,0.027664,0.025264,0.02384,0.022464,0.021248,0.019344,0.016624,0.0112,0.043584,0.255296
1.0,0.052624,0.016016,0.02256,0.02576,0.025392,0.022624,0.021984,0.022608,0.024208,0.026128,0.028592,0.033184,0.03728,0.037552,0.03152,0.029776,0.024544,0.025104,0.023328,0.02312,0.024864,0.024032,0.020976,0.013024,0.058464,0.304736
1.0,0.041136,0.01464,0.019024,0.02184,0.022096,0.023088,0.021792,0.0236,0.02592,0.031744,0.03992,0.050784,0.057936,0.059984,0.042736,0.034624,0.02696,0.025056,0.022592,0.021472,0.021664,0.02088,0.016384,0.011248,0.04224,0.26064
1.0,0.048048,0.017312,0.021776,0.021968,0.021744,0.020672,0.01912,0.020128,0.022304,0.025408,0.031872,0.0412,0.04768,0.050464,0.038528,0.029984,0.024976,0.022272,0.02112,0.021456,0.023792,0.02376,0.020944,0.01336,0.050064,0.300048
1.0,0.061744,0.020128,0.02384,0.026608,0.024672,0.021536,0.019504,0.017664,0.017024,0.019248,0.02272,0.028784,0.031296,0.033056,0.026432,0.023616,0.019168,0.018768,0.018864,0.021024,0.024672,0.026944,0.02488,0.017776,0.061424,0.348608
1.0,0.042544,0.015408,0.021056,0.021424,0.021952,0.02176,0.020608,0.021104,0.024048,0.02848,0.037968,0.050208,0.060944,0.062928,0.04544,0.037312,0.027536,0.024864,0.022192,0.021872,0.019968,0.019696,0.017008,0.0112,0.04136,0.26112
1.0,0.04448,0.014832,0.019392,0.021344,0.021408,0.023168,0.02328,0.026528,0.028592,0.031088,0.036736,0.045312,0.052496,0.05456,0.044928,0.037344,0.028896,0.024304,0.022096,0.023008,0.023248,0.020144,0.017248,0.0108,0.042256,0.262512
1.0,0.070128,0.021376,0.028256,0.030032,0.023584,0.017536,0.014256,0.013648,0.013792,0.015008,0.01784,0.022448,0.026368,0.028496,0.022016,0.01848,0.014448,0.01544,0.015312,0.017728,0.02288,0.028464,0.027056,0.019664,0.06576,0.389984
1.0,0.048912,0.015648,0.021008,0.024608,0.026,0.022784,0.02144,0.020752,0.023536,0.025552,0.03264,0.042656,0.050336,0.049216,0.03816,0.030384,0.023264,0.021648,0.019408,0.0212,0.022864,0.024448,0.021456,0.013712,0.046592,0.291776
1.0,0.053136,0.018496,0.024912,0.027808,0.02496,0.01944,0.018016,0.017088,0.018224,0.0228,0.028592,0.042864,0.05056,0.0492,0.034624,0.025952,0.020352,0.020976,0.021504,0.021248,0.024352,0.025344,0.02248,0.014256,0.050576,0.30224
1.0,0.04616,0.014,0.018736,0.021136,0.02208,0.022864,0.02232,0.023344,0.026432,0.029408,0.037584,0.047008,0.055872,0.055072,0.047104,0.036448,0.030352,0.026096,0.022528,0.022,0.021168,0.019872,0.016848,0.011056,0.0412,0.263312
1.0,0.044096,0.014624,0.018528,0.021088,0.022016,0.02112,0.020576,0.022176,0.024176,0.029536,0.038576,0.050112,0.063152,0.06624,0.053808,0.042112,0.033328,0.027344,0.022752,0.01992,0.018768,0.018784,0.016272,0.010576,0.036144,0.244176
1.0,0.043168,0.015072,0.02016,0.022272,0.022608,0.021696,0.021552,0.023024,0.025312,0.02968,0.037136,0.048928,0.056576,0.05472,0.043312,0.033712,0.027904,0.024352,0.021264,0.0208,0.021296,0.02168,0.01832,0.01176,0.046736,0.26696
1.0,0.071472,0.022848,0.030208,0.02952,0.022624,0.017152,0.013552,0.013776,0.0128,0.013168,0.015968,0.019808,0.022528,0.02296,0.018016,0.016208,0.01392,0.014544,0.015104,0.01808,0.023824,0.029104,0.029296,0.019472,0.06832,0.405728
